Job titles,AI Impact,Tasks,AI models,AI_Workload_Ratio,Domain,Country,Salary
Sap Functional Consultant,0.38,1025,3289,0.3116448768622681,Communication & PR,Thailand,541.0
Public Relations Manager,0.24,291,2380,0.1222689075630252,Medical & Healthcare,Vietnam,561.0
Technical Consultant,0.35,1240,4070,0.3046683046683047,Medical & Healthcare,Indonesia,541.25
Grant Coordinator,0.35,499,1630,0.3061349693251534,Hospitality,Indonesia,541.25
Auto Damage Appraiser,0.19,671,2692,0.2492570579494799,Data & IT,Laos,564.5
Heavy Construction,0.1,217,701,0.3095577746077033,Law Enforcement,Cambodia,560.0
Mainframe Programmer,0.65,226,1354,0.1669128508124076,Hospitality,Singapore,410.0
Pump Operator,0.17,487,2005,0.2428927680798005,Sales & Marketing,Laos,573.5
Negotiator,0.15,876,3713,0.2359278211688661,Data & IT,Myanmar,561.25
Computer Systems Analyst,0.48,549,2019,0.2719167904903417,Hospitality,Malaysia,499.0
Chief Development Officer,0.25,180,1347,0.133630289532294,Construction,Vietnam,556.25
Mechanical Engineering Technician,0.15,469,1710,0.2742690058479532,Data & IT,Myanmar,561.25
Corporate Counsel,0.2,5,20,0.25,Administrative & Clerical,Laos,560.0
Personal Financial Advisor,0.15,1035,4230,0.2446808510638297,Administrative & Clerical,Myanmar,561.25
Medical Liaison,0.2,197,1151,0.1711555169417897,Communication & PR,Laos,560.0
Hostler,0.05,310,1098,0.2823315118397085,Leadership & Strategy,Cambodia,580.0
Parts Delivery Driver,0.45,27,183,0.1475409836065573,Administrative & Clerical,Malaysia,516.25
Accountant,0.6,117,966,0.1211180124223602,Hospitality,Singapore,440.0
Business Objects Developer,0.4,871,2669,0.3263394529786437,Administrative & Clerical,Thailand,530.0
Prosthetist,0.12,324,1396,0.2320916905444126,Administrative & Clerical,Myanmar,574.0
Cocktail Server,0.2,4,14,0.2857142857142857,Law Enforcement,Laos,560.0
Mortgage Originator,0.2,183,1144,0.1599650349650349,Communication & PR,Laos,560.0
Party Planner,0.2,163,1393,0.1170136396267049,Communication & PR,Laos,560.0
Trial Attorney,0.25,377,1152,0.3272569444444444,Law Enforcement,Vietnam,556.25
Banker,0.1,994,4020,0.2472636815920398,Hospitality,Cambodia,560.0
Head Teller,0.05,675,2448,0.2757352941176471,Sales & Marketing,Cambodia,580.0
Call Center Operator,0.25,296,1897,0.1560358460727464,Data & IT,Vietnam,556.25
Comic,0.1,757,2927,0.2586265801161599,Law Enforcement,Cambodia,560.0
Information Technology Technician,0.2,260,1703,0.1526717557251908,Administrative & Clerical,Laos,560.0
Automotive Engineer,0.28,193,1544,0.125,Data & IT,Philippines,560.0
Arborist,0.3,92,633,0.1453396524486571,Law Enforcement,Philippines,550.0
Assistant Cook,0.3,99,686,0.1443148688046647,Leadership & Strategy,Philippines,550.0
Online Teacher,0.25,604,1794,0.3366778149386845,Data & IT,Vietnam,556.25
Medical Editor,0.25,838,2421,0.3461379595208591,Construction,Vietnam,556.25
Lead Auditor,0.1,807,3228,0.25,Law Enforcement,Cambodia,560.0
Mover Helper,0.1,246,752,0.3271276595744681,Data & IT,Cambodia,560.0
Banquet Chef,0.25,131,1071,0.1223155929038282,Sales & Marketing,Vietnam,556.25
Minister,0.05,505,2351,0.2148022118247554,Leadership & Strategy,Cambodia,580.0
Sap Project Manager,0.7,10,52,0.1923076923076923,Data & IT,Singapore,380.0
Residential Property Manager,0.15,1054,4175,0.2524550898203593,Data & IT,Myanmar,561.25
Sales Trainer,0.29,682,1686,0.4045077105575326,Data & IT,Philippines,555.0
Voice Engineer,0.36,551,1759,0.313246162592382,Communication & PR,Thailand,552.0
Retention Specialist,0.25,551,1584,0.3478535353535353,Sales & Marketing,Vietnam,556.25
Sound Designer,0.25,814,2667,0.3052118485189351,Supply Chain & Logistics,Vietnam,556.25
Travel Nurse,0.5,29,198,0.1464646464646464,Leadership & Strategy,Malaysia,487.5
Farm,0.1,553,2720,0.2033088235294117,Administrative & Clerical,Cambodia,560.0
Dental Technician,0.5,50,350,0.1428571428571428,Supply Chain & Logistics,Malaysia,487.5
Social Studies Teacher,0.05,699,3145,0.2222575516693163,Medical & Healthcare,Cambodia,580.0
Tig Welder,0.2,126,1171,0.107600341588386,Leadership & Strategy,Laos,560.0
Mortgage Banker,0.2,178,1149,0.154917319408181,Hospitality,Laos,560.0
QA Automation Engineer,0.8,155,1525,0.101639344262295,Sales & Marketing,Singapore,320.0
Patient Care Technician,0.2,177,1150,0.1539130434782608,Data & IT,Laos,560.0
Nursing Faculty,0.15,716,2814,0.2544420753375977,Leadership & Strategy,Myanmar,561.25
Parts Clerk,0.15,592,2344,0.2525597269624573,Medical & Healthcare,Myanmar,561.25
Contract Analyst,0.15,862,3657,0.2357123325129888,Communication & PR,Myanmar,561.25
Respiratory Care Practitioner,0.2,98,774,0.1266149870801033,Supply Chain & Logistics,Laos,560.0
Certified Surgical Technologist,0.6,43,378,0.1137566137566137,Hospitality,Singapore,440.0
Supply Chain Coordinator,0.6,157,1200,0.1308333333333333,Communication & PR,Singapore,440.0
Hvac Helper,0.25,189,1606,0.1176836861768368,Supply Chain & Logistics,Vietnam,556.25
Event Planner,0.05,1273,5304,0.2400075414781297,Administrative & Clerical,Cambodia,580.0
Hr Generalist,0.25,368,2189,0.1681132937414344,Leadership & Strategy,Vietnam,556.25
Herbalist,0.05,484,2256,0.2145390070921985,Supply Chain & Logistics,Cambodia,580.0
Health Data Analyst,0.6,206,1372,0.1501457725947521,Supply Chain & Logistics,Singapore,440.0
Wine Sales Representative,0.22,171,1321,0.129447388342165,Law Enforcement,Vietnam,570.5
Market Research Manager,0.2,444,2978,0.1490933512424446,Supply Chain & Logistics,Laos,560.0
Visual Merchandiser,0.3,210,1773,0.1184433164128595,Leadership & Strategy,Philippines,550.0
Telemetry Technician,0.5,85,689,0.1233671988388969,Leadership & Strategy,Malaysia,487.5
Human Resources Executive,0.25,355,2093,0.1696129956999522,Supply Chain & Logistics,Vietnam,556.25
Radiology Technician,0.4,219,861,0.2543554006968641,Law Enforcement,Thailand,530.0
Investment Officer,0.15,986,3652,0.2699890470974808,Law Enforcement,Myanmar,561.25
School Bus Driver,0.45,25,180,0.1388888888888889,Medical & Healthcare,Malaysia,516.25
Web Producer,0.3,234,1685,0.1388724035608308,Law Enforcement,Philippines,550.0
Bench Technician,0.3,107,966,0.1107660455486542,Law Enforcement,Philippines,550.0
Merchandise Planner,0.3,240,1896,0.1265822784810126,Leadership & Strategy,Philippines,550.0
Audiologist,0.1,315,1312,0.2400914634146341,Administrative & Clerical,Cambodia,560.0
Resident Manager,0.2,221,1437,0.1537926235212247,Communication & PR,Laos,560.0
Regional Sales Executive,0.45,743,2270,0.3273127753303965,Construction,Malaysia,516.25
Caretaker,0.15,464,1829,0.2536905412793876,Data & IT,Myanmar,561.25
Respiratory Therapist,0.2,100,623,0.160513643659711,Law Enforcement,Laos,560.0
Operations Associate,0.15,912,3664,0.2489082969432314,Administrative & Clerical,Myanmar,561.25
Otr Driver,0.45,27,184,0.1467391304347826,Communication & PR,Malaysia,516.25
Hvac Service Technician,0.4,270,1079,0.2502316960148285,Medical & Healthcare,Thailand,530.0
Brewer,0.35,55,508,0.108267716535433,Hospitality,Indonesia,541.25
Senior Design Engineer,0.5,163,1621,0.1005552128315854,Hospitality,Malaysia,487.5
Vice President Of Marketing,0.55,132,976,0.1352459016393442,Hospitality,Malaysia,458.75
Executive Chef,0.35,299,1007,0.2969215491559086,Data & IT,Indonesia,541.25
Satellite Technician,0.2,646,2796,0.2310443490701001,Hospitality,Laos,560.0
Sheet Metal Mechanic,0.2,79,933,0.0846730975348338,Construction,Laos,560.0
Investment Banking Analyst,0.35,478,1461,0.3271731690622861,Leadership & Strategy,Indonesia,541.25
Business Office Manager,0.3,223,1349,0.1653076352853966,Administrative & Clerical,Philippines,550.0
Court Interpreter,0.2,4,14,0.2857142857142857,Medical & Healthcare,Laos,560.0
Process Manager,0.3,227,1674,0.1356033452807646,Sales & Marketing,Philippines,550.0
Public Health Nurse,0.15,740,2968,0.2493261455525606,Data & IT,Myanmar,561.25
Pool Manager,0.2,129,1087,0.1186752529898804,Hospitality,Laos,560.0
3D Artist,0.5,156,1190,0.1310924369747899,Supply Chain & Logistics,Malaysia,487.5
Clinical Instructor,0.25,182,1313,0.1386138613861386,Administrative & Clerical,Vietnam,556.25
Discharge Planner,0.25,239,1530,0.1562091503267973,Supply Chain & Logistics,Vietnam,556.25
Real Estate Salesperson,0.2,251,2187,0.114769090077732,Leadership & Strategy,Laos,560.0
Registered Behavior Technician,0.2,126,1099,0.1146496815286624,Administrative & Clerical,Laos,560.0
Hotel Front Desk,0.45,381,1361,0.2799412196914034,Leadership & Strategy,Malaysia,516.25
Mortgage Broker,0.3,165,1225,0.1346938775510204,Construction,Philippines,550.0
Sports Analyst,0.7,9,50,0.18,Communication & PR,Singapore,380.0
Junior Art Director,0.15,1120,4809,0.2328966521106259,Leadership & Strategy,Myanmar,561.25
Clinical Social Worker,0.2,7,23,0.3043478260869565,Law Enforcement,Laos,560.0
Penetration Tester,0.35,668,2047,0.3263312164142647,Sales & Marketing,Indonesia,541.25
Pharmacy Technician Trainee,0.5,48,501,0.0958083832335329,Supply Chain & Logistics,Malaysia,487.5
Spa Manager,0.05,420,2080,0.2019230769230769,Administrative & Clerical,Cambodia,580.0
Patent Attorney,0.3,176,1168,0.1506849315068493,Medical & Healthcare,Philippines,550.0
Forensic Chemist,0.65,54,423,0.1276595744680851,Supply Chain & Logistics,Singapore,410.0
Speech Pathologist Assistant,0.2,106,709,0.1495063469675599,Construction,Laos,560.0
Financial Assistant,0.45,566,1763,0.3210436755530346,Sales & Marketing,Malaysia,516.25
Solutions Engineer,0.25,904,2370,0.3814345991561181,Supply Chain & Logistics,Vietnam,556.25
Front Desk Attendant,0.67,126,886,0.1422121896162528,Sales & Marketing,Singapore,398.0
Trash Collector,0.3,59,525,0.1123809523809523,Leadership & Strategy,Philippines,550.0
Low Voltage Technician,0.18,434,2115,0.2052009456264775,Law Enforcement,Laos,569.0
Project Assistant,0.25,817,2252,0.3627886323268206,Administrative & Clerical,Vietnam,556.25
It Support Analyst,0.4,824,2533,0.3253059613106988,Communication & PR,Thailand,530.0
Restaurant Server,0.4,226,963,0.2346832814122533,Supply Chain & Logistics,Thailand,530.0
Labor Relations Specialist,0.15,871,3744,0.2326388888888889,Leadership & Strategy,Myanmar,561.25
Database Developer,0.8,205,1726,0.1187717265353418,Law Enforcement,Singapore,320.0
Research Engineer,0.3,205,1746,0.1174112256586483,Supply Chain & Logistics,Philippines,550.0
Senior Sales Executive,0.35,973,3033,0.3208044840092318,Communication & PR,Indonesia,541.25
Plumber,0.15,189,1028,0.183852140077821,Supply Chain & Logistics,Myanmar,561.25
Optical Manager,0.15,633,2799,0.2261521972132904,Medical & Healthcare,Myanmar,561.25
Prepress Technician,0.35,548,2232,0.2455197132616487,Law Enforcement,Indonesia,541.25
Sales Contractor,0.15,915,4355,0.2101033295063145,Data & IT,Myanmar,561.25
Pediatric Oncology Nurse,0.45,372,1324,0.2809667673716012,Supply Chain & Logistics,Malaysia,516.25
Call Center Director,0.1,1109,4263,0.2601454374853389,Administrative & Clerical,Cambodia,560.0
Intervention Specialist,0.25,248,1844,0.1344902386117136,Communication & PR,Vietnam,556.25
Senior Editor,0.2,412,2716,0.1516936671575846,Data & IT,Laos,560.0
Web Project Manager,0.78,217,1845,0.1176151761517615,Administrative & Clerical,Singapore,332.0
Human Resources Associate,0.15,1049,4152,0.2526493256262042,Data & IT,Myanmar,561.25
Diagnostic Medical Sonographer,0.3,120,692,0.1734104046242774,Communication & PR,Philippines,550.0
Electrical Technician,0.7,6,45,0.1333333333333333,Supply Chain & Logistics,Singapore,380.0
Customer Care Representative,0.55,121,1083,0.1117266851338873,Law Enforcement,Malaysia,458.75
Cartographer,0.3,148,1221,0.1212121212121212,Sales & Marketing,Philippines,550.0
Infrastructure Project Manager,0.7,176,1448,0.1215469613259668,Communication & PR,Singapore,380.0
Market Analyst,0.4,1044,3370,0.3097922848664688,Supply Chain & Logistics,Thailand,530.0
Construction Assistant,0.1,639,2396,0.26669449081803,Medical & Healthcare,Cambodia,560.0
Security Specialist,0.5,92,735,0.1251700680272109,Communication & PR,Malaysia,487.5
Commercial Lender,0.3,141,874,0.1613272311212814,Sales & Marketing,Philippines,550.0
Factory Worker,0.25,182,1461,0.1245722108145106,Construction,Vietnam,556.25
Diabetes Educator,0.2,9,57,0.1578947368421052,Hospitality,Laos,560.0
Dog Sitter,0.1,185,941,0.1965993623804463,Data & IT,Cambodia,560.0
Inside Sales Manager,0.35,225,1454,0.15474552957359,Construction,Indonesia,541.25
Reading Teacher,0.05,781,3286,0.2376749847839318,Law Enforcement,Cambodia,580.0
Chief Technology Officer,0.1,1097,4185,0.2621266427718041,Leadership & Strategy,Cambodia,560.0
Beauty Advisor,0.05,943,4205,0.224256837098692,Hospitality,Cambodia,580.0
Plant Engineer,0.2,626,2714,0.2306558585114222,Leadership & Strategy,Laos,560.0
It Recruiter,0.47,489,1602,0.3052434456928839,Supply Chain & Logistics,Malaysia,504.75
Executive Administrative Assistant,0.8,279,2124,0.1313559322033898,Sales & Marketing,Singapore,320.0
Human Resources Coordinator,0.2,308,2003,0.1537693459810284,Law Enforcement,Laos,560.0
Elementary School Principal,0.15,678,2750,0.2465454545454545,Hospitality,Myanmar,561.25
Gunsmith,0.4,140,555,0.2522522522522522,Medical & Healthcare,Thailand,530.0
Trader,0.6,161,1479,0.1088573360378634,Sales & Marketing,Singapore,440.0
Nurse Recruiter,0.15,942,4011,0.2348541510845175,Medical & Healthcare,Myanmar,561.25
Valuation Analyst,0.45,179,1633,0.1096142069810165,Law Enforcement,Malaysia,516.25
Media Planner,0.25,813,2673,0.3041526374859708,Construction,Vietnam,556.25
Library Clerk,0.25,245,1394,0.1757532281205165,Medical & Healthcare,Vietnam,556.25
Collections Specialist,0.6,184,1663,0.1106434155141311,Law Enforcement,Singapore,440.0
Landscaper,0.05,279,825,0.3381818181818182,Medical & Healthcare,Cambodia,580.0
Event Planning,0.05,1267,5285,0.2397350993377483,Medical & Healthcare,Cambodia,580.0
Legal Assistant,0.4,527,1905,0.2766404199475065,Law Enforcement,Thailand,530.0
Associate Creative Director,0.55,147,1115,0.1318385650224215,Data & IT,Malaysia,458.75
Material Handler,0.4,352,1212,0.2904290429042904,Administrative & Clerical,Thailand,530.0
Molecular Technologist,0.2,120,775,0.1548387096774193,Communication & PR,Laos,560.0
Finance Officer,0.8,167,1516,0.1101583113456464,Construction,Singapore,320.0
Forensic Engineer,0.55,85,747,0.1137884872824631,Medical & Healthcare,Malaysia,458.75
Commercial Account Manager,0.35,374,2294,0.1630340017436791,Administrative & Clerical,Indonesia,541.25
Oral Surgeon,0.12,378,1405,0.2690391459074733,Law Enforcement,Myanmar,574.0
Failure Analysis Engineer,0.32,196,1498,0.1308411214953271,Communication & PR,Indonesia,557.0
Legal Administrative Assistant,0.4,531,1910,0.2780104712041885,Supply Chain & Logistics,Thailand,530.0
Salon Assistant,0.05,298,1561,0.190903267136451,Data & IT,Cambodia,580.0
Graduate Nurse,0.45,261,664,0.3930722891566265,Supply Chain & Logistics,Malaysia,516.25
Periodontist,0.12,375,1397,0.2684323550465283,Construction,Myanmar,574.0
Associate Brand Manager,0.45,834,2991,0.2788365095285857,Sales & Marketing,Malaysia,516.25
Nephrologist,0.12,393,1431,0.2746331236897275,Construction,Myanmar,574.0
Quality Control Engineer,0.3,196,1427,0.1373510861948143,Law Enforcement,Philippines,550.0
Technical Architect,0.2,245,1255,0.1952191235059761,Data & IT,Laos,560.0
Network Systems Administrator,0.6,126,1371,0.0919037199124726,Sales & Marketing,Singapore,440.0
Service Delivery Manager,0.4,772,2336,0.3304794520547945,Medical & Healthcare,Thailand,530.0
Release Manager,0.1,914,4248,0.2151600753295668,Hospitality,Cambodia,560.0
Oncology Pharmacist,0.2,150,946,0.1585623678646934,Administrative & Clerical,Laos,560.0
Commercial Property Manager,0.25,224,1516,0.1477572559366754,Sales & Marketing,Vietnam,556.25
Senior Consultant,0.45,207,1897,0.1091196626251976,Medical & Healthcare,Malaysia,516.25
Medical Assembler,0.5,54,493,0.1095334685598377,Communication & PR,Malaysia,487.5
Loan Analyst,0.4,750,2337,0.3209242618741977,Medical & Healthcare,Thailand,530.0
Fire Chief,0.2,167,1179,0.1416454622561492,Medical & Healthcare,Laos,560.0
Home Care Provider,0.15,409,1607,0.2545115121344119,Leadership & Strategy,Myanmar,561.25
Account Assistant,0.1,1027,4177,0.2458702418003351,Data & IT,Cambodia,560.0
Oncologist,0.12,416,1455,0.2859106529209622,Medical & Healthcare,Myanmar,574.0
Store Director,0.1,915,3852,0.2375389408099688,Sales & Marketing,Cambodia,560.0
Broadcast Journalist,0.4,756,2331,0.3243243243243243,Construction,Thailand,530.0
Test Driver,0.2,117,1055,0.1109004739336492,Data & IT,Laos,560.0
Game Artist,0.65,190,1453,0.1307639366827254,Communication & PR,Singapore,410.0
Biological Technician,0.4,466,1628,0.2862407862407862,Sales & Marketing,Thailand,530.0
Unit Coordinator,0.4,564,1968,0.2865853658536585,Data & IT,Thailand,530.0
Assistant Bookkeeper,0.3,215,1344,0.159970238095238,Medical & Healthcare,Philippines,550.0
Coating Inspector,0.15,464,1732,0.2678983833718245,Communication & PR,Myanmar,561.25
Biochemist,0.5,113,828,0.1364734299516908,Communication & PR,Malaysia,487.5
Computational Linguist,0.7,139,912,0.1524122807017544,Data & IT,Singapore,380.0
Reader,0.05,627,3148,0.1991740787801779,Supply Chain & Logistics,Cambodia,580.0
Kitchen Worker,0.2,29,166,0.1746987951807229,Construction,Laos,560.0
Research And Development Engineer,0.5,154,1152,0.1336805555555555,Supply Chain & Logistics,Malaysia,487.5
Otr Truck Driver,0.5,31,347,0.0893371757925072,Construction,Malaysia,487.5
Structural Design Engineer,0.3,147,1208,0.1216887417218543,Supply Chain & Logistics,Philippines,550.0
Event Designer,0.25,386,2432,0.1587171052631578,Hospitality,Vietnam,556.25
Developer,0.7,139,992,0.1401209677419354,Medical & Healthcare,Singapore,380.0
Finance Executive,0.1,1081,4390,0.2462414578587699,Leadership & Strategy,Cambodia,560.0
Claims,0.4,557,1738,0.3204833141542002,Data & IT,Thailand,530.0
Automotive Service Technician,0.48,166,722,0.2299168975069252,Construction,Malaysia,499.0
Medical Laboratory Technologist,0.35,340,1340,0.2537313432835821,Data & IT,Indonesia,541.25
Assistant Soccer Coach,0.1,933,3562,0.2619314991577765,Supply Chain & Logistics,Cambodia,560.0
Director Of Sales,0.3,255,1665,0.1531531531531531,Medical & Healthcare,Philippines,550.0
Potter,0.05,250,1422,0.1758087201125175,Administrative & Clerical,Cambodia,580.0
Plant Technician,0.2,133,1095,0.1214611872146118,Sales & Marketing,Laos,560.0
Producer,0.15,1186,4984,0.2379614767255216,Medical & Healthcare,Myanmar,561.25
Junior Software Engineer,0.65,243,1716,0.1416083916083916,Leadership & Strategy,Singapore,410.0
